Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1257,20,RL,91.0,9.568294497413296,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1994,Hip,CompShg,HdBoard,HdBoard,BrkFace,554.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1314.0,Unf,0.0,672,1986.0,GasA,Ex,Y,SBrkr,1987.0,0.0,0,1987.0,1,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,1994,Fin,2,691.0,TA,TA,Y,262.0,36.0,0,0,0,0,NA,NA,NA,0,8,2008,WD,Normal,12.616528611893463
1258,30,RL,56.0,8.309184527686298,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,8,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Fa,TA,No,Unf,0.0,Unf,0.0,864,864.0,GasA,Ex,Y,SBrkr,864.0,0.0,0,864.0,0,0,1,0,2,1,TA,4,Typ,0,NA,NA,1980,NA,0,0.0,NA,NA,Y,0.0,96.0,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,11.511934974596555
1259,80,RL,59.0,9.168267595554275,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,655.0,Unf,0.0,201,856.0,GasA,Ex,Y,SBrkr,1166.0,0.0,0,1166.0,1,0,2,0,2,1,Gd,5,Typ,0,NA,Attchd,2005,Fin,2,400.0,TA,TA,Y,212.0,0.0,0,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,12.154784614286667
1260,20,RL,65.0,9.18512512283512,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,602.0,LwQ,438.0,14,1054.0,GasA,Gd,Y,SBrkr,1054.0,0.0,0,1054.0,1,0,1,1,3,1,TA,6,Typ,0,NA,Attchd,1969,Unf,2,460.0,TA,TA,Y,180.0,0.0,0,0,80,0,NA,NA,NA,0,7,2008,WD,Normal,11.92504173829169
1261,60,RL,65.0,10.113870026547724,Pave,NA,IR3,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,841,841.0,GasA,Ex,Y,SBrkr,892.0,783.0,0,1675.0,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1999,Fin,2,502.0,TA,TA,Y,0.0,103.0,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,12.10625783509458
1262,20,RL,80.0,9.169622538697624,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,1956,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,504.0,Unf,0.0,546,1050.0,GasA,Gd,Y,SBrkr,1050.0,0.0,0,1050.0,0,0,1,0,2,1,TA,5,Typ,0,NA,Attchd,1956,Unf,1,338.0,TA,TA,Y,0.0,0.0,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,11.766799946849087
1263,50,RL,80.0,9.328212292571072,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,1957,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0.0,Unf,0.0,1104,1104.0,GasA,Ex,Y,FuseA,1104.0,684.0,0,1788.0,1,0,1,0,5,1,TA,8,Min2,2,TA,Attchd,1957,Unf,1,304.0,TA,TA,Y,120.0,0.0,0,0,0,0,NA,NA,NA,0,11,2009,WD,Normal,11.992266613576142
1264,70,RL,60.0,9.511629447834181,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6,6,1919,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,764,764.0,GasA,Ex,Y,FuseA,1060.0,764.0,0,1824.0,0,0,1,0,3,1,TA,8,Typ,1,Gd,Detchd,1940,Unf,2,520.0,TA,TA,N,0.0,0.0,126,0,0,0,NA,GdPrv,NA,0,7,2007,WD,Normal,12.103491596905931
1265,120,RH,34.0,8.309184527686298,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1998,1999,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,266.0,Unf,0.0,1139,1405.0,GasA,Ex,Y,SBrkr,1337.0,0.0,0,1337.0,1,0,2,0,2,1,Gd,5,Typ,0,NA,Attchd,1998,Fin,2,511.0,TA,TA,Y,144.0,68.0,0,0,0,0,NA,NA,NA,0,8,2008,COD,Abnorml,12.10625783509458
1266,160,FV,35.0,8.225770799348734,Pave,NA,Reg,Lvl,AllPub,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,218.0,Gd,TA,PConc,Gd,TA,No,GLQ,450.0,Unf,0.0,241,691.0,GasA,Ex,Y,SBrkr,713.0,739.0,0,1452.0,1,0,2,1,3,1,Gd,6,Typ,0,NA,Detchd,1999,Unf,2,506.0,TA,TA,Y,0.0,34.0,0,0,0,0,NA,NA,NA,0,3,2006,WD,Normal,12.12215284831553
1267,190,RM,60.0,9.222367752188902,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,4,1910,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,925,925.0,GasA,TA,N,FuseF,964.0,925.0,0,1889.0,0,0,1,1,4,2,TA,9,Typ,1,Gd,Detchd,1960,Unf,1,308.0,TA,TA,N,0.0,0.0,264,0,0,0,NA,MnPrv,NA,0,1,2007,WD,Normal,11.711784520403112
1268,20,RL,89.0,9.48910782703839,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,Stucco,CmentBd,None,0.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,2002,2002.0,GasA,Ex,Y,SBrkr,2018.0,0.0,0,2018.0,0,0,2,0,3,1,Ex,10,Typ,1,Gd,Attchd,2009,Fin,3,746.0,TA,TA,Y,144.0,76.0,0,0,0,0,NA,NA,NA,0,5,2010,WD,Normal,12.843973993864076
1269,50,RL,74.0,9.55400099583723,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,8,9,1935,1997,Gable,CompShg,Stucco,Stucco,BrkFace,632.0,TA,Gd,CBlock,TA,TA,Mn,Rec,192.0,Unf,0.0,536,728.0,GasA,Ex,Y,SBrkr,1968.0,1479.0,0,2829.1646571881433,0,0,3,1,4,1,Gd,11,Typ,2,Gd,BuiltIn,1982,Unf,3,1014.0,TA,TA,Y,314.0,12.0,0,0,0,0,NA,GdWo,NA,0,5,2008,WD,Normal,12.846684848231634
1270,50,RL,78.0,9.336532397213942,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,BLQ,460.0,Unf,0.0,414,874.0,GasW,TA,Y,FuseA,874.0,650.0,0,1524.0,0,0,1,1,3,1,TA,7,Typ,0,NA,Attchd,1958,Unf,1,315.0,TA,TA,Y,0.0,0.0,0,0,0,0,NA,GdWo,NA,0,7,2007,WD,Normal,11.87757552297847
1271,40,RL,80.0,10.068832485122966,Pave,NA,Reg,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,6,1979,1979,Shed,WdShake,Plywood,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1258.0,Unf,0.0,74,1332.0,GasA,TA,Y,SBrkr,1332.0,192.0,0,1524.0,2,0,0,1,0,1,Gd,4,Typ,1,TA,Attchd,1979,Fin,2,586.0,TA,TA,Y,268.0,0.0,0,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,12.468440756144114
1272,20,RL,80.0,9.122273893107732,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,6,7,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1489,1489.0,GasA,Gd,Y,SBrkr,1489.0,0.0,0,1489.0,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,1968,RFn,2,462.0,TA,TA,Y,0.0,0.0,0,0,0,0,NA,NA,NA,0,8,2009,WD,Normal,12.132162346145595
1273,20,RL,71.0,9.512442967089195,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1965,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,114.0,TA,TA,CBlock,TA,TA,No,BLQ,560.0,LwQ,375.0,0,935.0,GasA,TA,Y,SBrkr,935.0,0.0,0,935.0,1,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1965,Unf,1,288.0,TA,TA,Y,180.0,0.0,0,0,0,0,NA,MnPrv,NA,0,11,2006,WD,Normal,11.827743504053695
1274,80,RL,124.0,9.351232110673664,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,1959,2006,Gable,CompShg,Plywood,Plywood,BrkFace,84.0,TA,TA,CBlock,TA,TA,Av,ALQ,719.0,Unf,0.0,300,1019.0,GasA,Gd,Y,SBrkr,1357.0,0.0,0,1357.0,1,0,1,0,2,1,Ex,5,Typ,1,Gd,Basment,1959,RFn,1,312.0,TA,TA,Y,0.0,0.0,0,0,163,0,NA,GdPrv,NA,0,5,2008,WD,Normal,12.083910661257521
1275,50,RL,53.0,8.587278798982926,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1910,2003,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,661,661.0,GasA,Ex,Y,SBrkr,661.0,589.0,0,1250.0,0,0,2,0,3,1,TA,8,Typ,1,Gd,Detchd,1985,Unf,2,552.0,TA,TA,Y,242.0,0.0,81,0,0,0,NA,NA,NA,0,11,2007,WD,Normal,11.842236406331555
1276,90,RL,95.0,9.336620537886512,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1948,1950,Gable,Roll,AsbShng,AsbShng,Stone,567.0,TA,TA,CBlock,TA,TA,No,Rec,220.0,Unf,0.0,708,928.0,GasA,Gd,Y,FuseA,928.0,992.0,0,1920.0,0,0,2,0,4,2,TA,10,Typ,0,NA,Detchd,1948,Unf,2,400.0,TA,Fa,Y,0.0,0.0,0,0,0,0,NA,NA,NA,0,7,2007,WD,Normal,11.827743504053695
1277,60,RL,80.0,9.467846701917901,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1972,1972,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,Gd,No,BLQ,593.0,Unf,0.0,130,723.0,GasA,TA,Y,SBrkr,735.0,660.0,0,1395.0,0,1,1,1,3,1,TA,6,Typ,1,TA,Attchd,1972,Unf,2,497.0,TA,TA,Y,294.0,116.0,0,0,0,0,NA,NA,NA,0,12,2009,WD,Normal,11.995357787034976
1278,80,RL,80.0,9.790990521308983,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,5,1967,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,359.0,TA,TA,CBlock,Gd,TA,Av,ALQ,528.0,Unf,0.0,1152,1680.0,GasA,Fa,Y,SBrkr,1724.0,0.0,0,1724.0,1,0,1,1,3,1,TA,7,Typ,1,Gd,Attchd,1967,RFn,2,480.0,TA,TA,Y,0.0,0.0,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,12.19552218463499
1279,60,RL,75.0,9.156306483483696,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,804.0,Unf,0.0,324,1128.0,GasA,Ex,Y,SBrkr,1128.0,903.0,0,2031.0,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002,RFn,2,577.0,TA,TA,Y,0.0,211.0,0,0,0,0,NA,NA,NA,0,3,2008,WD,Normal,12.37581963951765
1280,50,C (all),60.0,8.922791623969637,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,4,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,698,698.0,GasA,TA,Y,FuseA,698.0,430.0,0,1128.0,0,0,1,0,2,1,TA,6,Typ,0,NA,Detchd,1980,RFn,2,528.0,TA,TA,Y,30.0,0.0,164,0,0,0,NA,NA,NA,0,4,2010,COD,Abnorml,11.133142723386813
1281,20,RL,67.0,9.191055610564316,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,788.0,Unf,0.0,785,1573.0,GasA,Ex,Y,SBrkr,1573.0,0.0,0,1573.0,1,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,2002,RFn,2,544.0,TA,TA,Y,0.0,72.0,0,0,0,0,NA,NA,NA,0,3,2009,WD,Normal,12.33270970174018
1282,20,RL,50.0,8.99342737041261,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,54.0,TA,TA,CBlock,Gd,TA,No,ALQ,1053.0,Unf,0.0,256,1309.0,GasA,TA,Y,SBrkr,1339.0,0.0,0,1339.0,1,0,2,0,2,1,TA,6,Typ,1,TA,Attchd,1990,Fin,2,484.0,Gd,Gd,Y,0.0,58.0,0,0,90,0,NA,NA,NA,0,7,2006,WD,Normal,12.100717685412471
1283,20,RL,61.0,9.082620630373812,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,2008,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Mn,LwQ,532.0,Rec,144.0,364,1040.0,GasA,TA,Y,SBrkr,1040.0,0.0,0,1040.0,0,0,2,0,3,1,Gd,5,Typ,0,NA,Detchd,1977,Unf,2,484.0,TA,TA,Y,0.0,0.0,0,0,288,0,NA,NA,NA,0,9,2009,WD,Normal,11.921725007667265
1284,90,RL,94.0,9.148571345578551,Pave,NA,Reg,Low,AllPub,Corner,Gtl,Mitchel,Norm,Norm,Duplex,2Story,6,5,1971,1971,Mansard,CompShg,MetalSd,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0.0,Unf,0.0,912,912.0,GasA,TA,Y,SBrkr,912.0,912.0,0,1824.0,0,0,2,2,4,2,TA,8,Typ,0,NA,NA,1980,NA,0,0.0,NA,NA,Y,128.0,0.0,0,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,11.842236406331555
1285,50,RL,50.0,9.173572647783969,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,6,7,1919,1990,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,804,804.0,GasA,Ex,Y,SBrkr,1699.0,748.0,0,2447.0,0,0,2,0,4,1,Gd,10,Min2,1,Gd,Detchd,1969,Unf,1,336.0,TA,TA,Y,272.0,0.0,42,0,116,0,NA,NA,NA,0,3,2010,WD,Normal,12.037659911047468
1286,50,RM,50.0,8.699681400989514,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,780,780.0,GasA,Ex,Y,FuseF,825.0,587.0,0,1412.0,0,0,1,0,4,1,TA,6,Typ,1,Gd,Detchd,1939,Unf,1,280.0,TA,TA,Y,45.0,0.0,0,0,0,0,NA,NA,NA,0,5,2009,WD,Normal,11.794345471549745
1287,20,RL,80.0,9.189218875354072,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,451.0,TA,TA,CBlock,TA,TA,No,ALQ,569.0,Rec,81.0,678,1328.0,GasA,TA,Y,SBrkr,1328.0,0.0,0,1328.0,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1963,Unf,2,528.0,TA,TA,Y,0.0,26.0,0,0,0,0,NA,NA,NA,0,6,2010,WD,Normal,11.870606902224587
1288,20,RL,80.0,10.476470469936048,Pave,NA,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,621.0,TA,Gd,CBlock,TA,TA,Av,Rec,812.0,Unf,0.0,812,1624.0,GasA,Fa,Y,SBrkr,1582.0,0.0,0,1582.0,0,1,2,0,4,1,TA,7,Typ,0,NA,Attchd,1964,Unf,2,390.0,TA,TA,N,168.0,198.0,0,0,0,0,NA,NA,NA,0,6,2006,WD,Normal,12.154784614286667
1289,120,RL,40.0,8.642062173462106,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1158.0,Unf,0.0,343,1501.0,GasA,Ex,Y,SBrkr,1659.0,0.0,0,1659.0,1,0,2,0,2,1,Ex,5,Typ,1,Ex,Attchd,2000,Fin,2,499.0,TA,TA,Y,212.0,59.0,0,0,0,0,NA,NA,NA,0,10,2009,WD,Normal,12.535379989788607
1290,60,RL,86.0,9.311632623458054,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,645.3112433620423,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1085,1085.0,GasA,Ex,Y,SBrkr,1120.0,850.0,0,1970.0,0,0,2,1,3,1,Ex,8,Typ,1,Gd,BuiltIn,2006,Fin,3,753.0,TA,TA,Y,177.0,74.0,0,0,0,0,NA,NA,NA,0,10,2006,New,Partial,12.546113507028412
1291,80,RL,73.0,9.554851637414007,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,86.0,TA,TA,PConc,TA,TA,Av,GLQ,1014.0,Unf,0.0,138,1152.0,GasA,TA,Y,SBrkr,1152.0,0.0,0,1152.0,1,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1964,RFn,2,484.0,TA,TA,Y,227.0,0.0,0,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,12.103491596905931
1292,160,RM,21.0,7.427144133408616,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,BrkFace,268.0,TA,TA,CBlock,TA,TA,No,ALQ,231.0,Unf,0.0,399,630.0,GasA,TA,Y,SBrkr,630.0,672.0,0,1302.0,0,0,2,1,3,1,TA,6,Typ,0,NA,Detchd,1972,Unf,1,264.0,TA,TA,Y,185.0,0.0,0,0,0,0,NA,NA,NA,0,2,2009,WD,Normal,11.691080018519527
1293,70,RM,60.0,8.79497643168877,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,4,1892,1965,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Stone,TA,TA,No,Unf,0.0,Unf,0.0,994,994.0,GasA,TA,N,SBrkr,1378.0,994.0,0,2372.0,0,0,2,0,4,2,TA,11,Min2,0,NA,Attchd,1985,RFn,1,432.0,TA,TA,Y,0.0,245.42835700255188,0,0,0,0,NA,NA,NA,0,12,2009,WD,Normal,11.58525542883217
1294,60,RL,78.0,9.224341891611996,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,194.0,Unf,0.0,638,832.0,GasA,TA,Y,SBrkr,832.0,832.0,0,1664.0,0,0,2,1,4,1,TA,8,Typ,1,TA,Attchd,1976,RFn,2,528.0,TA,TA,Y,0.0,28.0,0,0,259,0,NA,GdWo,NA,0,3,2006,WD,Normal,12.000897933306716
1295,20,RL,60.0,9.00859131751613,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1955,1990,Hip,CompShg,WdShing,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,167.0,Unf,0.0,697,864.0,GasA,TA,Y,SBrkr,864.0,0.0,0,864.0,1,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1957,Unf,2,572.0,TA,TA,N,0.0,0.0,0,0,0,0,NA,NA,NA,0,4,2006,WD,Normal,11.652696102959753
1296,20,RL,70.0,9.036106025364846,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,TA,TA,CBlock,TA,TA,Av,BLQ,1016.0,Unf,0.0,36,1052.0,GasA,Gd,Y,SBrkr,1052.0,0.0,0,1052.0,1,0,1,1,3,1,TA,5,Typ,0,NA,Attchd,1968,RFn,1,288.0,TA,TA,Y,356.0,0.0,0,0,0,0,NA,GdWo,NA,0,11,2006,WD,Normal,11.83863282480007
1297,20,RL,80.0,9.071193240566025,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,148.0,TA,Gd,CBlock,TA,TA,Mn,ALQ,776.0,Unf,0.0,344,1120.0,GasA,Gd,Y,SBrkr,1128.0,0.0,0,1128.0,1,0,2,0,3,1,TA,6,Typ,0,NA,Attchd,1963,RFn,2,525.0,TA,TA,Y,192.0,20.0,123,0,0,0,NA,MnPrv,NA,0,12,2008,WD,Normal,11.951186847493476
1298,180,RM,35.0,8.209580483475577,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,82.0,TA,TA,PConc,Gd,TA,Gd,GLQ,547.0,Unf,0.0,0,547.0,GasA,Gd,Y,SBrkr,1072.0,0.0,0,1072.0,1,0,2,0,2,1,TA,5,Typ,0,NA,Basment,2005,Fin,2,525.0,TA,TA,Y,0.0,44.0,0,0,0,0,NA,NA,NA,0,6,2006,New,Partial,11.849404844423074
1299,60,RL,137.49536390746675,10.476470469936048,Pave,NA,IR3,Bnk,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,2Story,10,5,2008,2008,Hip,ClyTile,Stucco,Stucco,Stone,645.3112433620423,Ex,TA,PConc,Ex,TA,Gd,GLQ,1811.9339985501804,Unf,0.0,466,2373.5454254332067,GasA,Ex,Y,SBrkr,2322.3899264519905,950.0,0,2829.1646571881433,2,0,2,1,3,1,Ex,12,Typ,3,Gd,Attchd,2008,Fin,2,1114.3946613464427,TA,TA,Y,214.0,245.42835700255188,0,0,0,480,Gd,NA,NA,0,1,2008,New,Partial,11.982935344196433
1300,20,RL,75.0,8.922791623969637,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1994,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,340.0,Rec,530.5071334881184,0,1246.0,GasA,Ex,Y,SBrkr,1246.0,0.0,0,1246.0,1,0,1,1,3,1,Gd,6,Typ,0,NA,Attchd,1959,RFn,1,305.0,TA,TA,Y,218.0,0.0,0,0,0,0,NA,GdPrv,NA,0,5,2010,WD,Normal,11.944714374881176
1301,60,RL,65.0,9.283869605264298,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,344.0,Gd,TA,PConc,Gd,TA,No,GLQ,694.0,Unf,0.0,284,978.0,GasA,Ex,Y,SBrkr,1005.0,978.0,0,1983.0,0,0,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1999,Fin,2,490.0,TA,TA,Y,0.0,0.0,0,0,0,0,NA,NA,NA,0,5,2009,WD,Normal,12.323860125621126
1302,70,RL,74.0,8.922791623969637,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1942,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,547.0,Unf,0.0,224,771.0,GasA,Fa,Y,SBrkr,753.0,741.0,0,1494.0,0,0,1,0,3,1,Gd,7,Typ,2,Gd,Attchd,1942,Unf,1,213.0,TA,TA,P,0.0,0.0,0,0,224,0,NA,NA,NA,0,11,2009,WD,Normal,12.086731521684555
